frota,tipo,status_equipamento,dias_com_lancamento,dias_faltando,datas_faltantes
CC20,CAMINHÃO CARROCERIA,ativo,5,26,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 15/07, 17/07, 19/07, 20/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
FA12,FRESADORA,ativo,5,26,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 25/07, 26/07, 27/07, 28/07, 30/07, 31/07"
CC17,CAMINHÃO CARROCERIA,ativo,6,25,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 16/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 25/07, 26/07"
MCO0009,MICROÔNIBUS,ativo,10,21,"03/07, 05/07, 06/07, 08/07, 11/07, 12/07, 15/07, 17/07, 18/07, 19/07, 20/07, 21/07, 22/07, 23/07, 25/07, 26/07, 27/07, 28/07, 29/07, 30/07, 31/07"
CC21,CAMINHÃO CARROCERIA,ativo,12,19,"01/07, 02/07, 03/07, 04/07, 05/07, 06/07, 07/07, 08/07, 09/07, 10/07, 11/07, 12/07, 13/07, 14/07, 15/07, 18/07, 19/07, 25/07, 26/07"
CC22,CAMINHÃO CARROCERIA,ativo,17,14,"01/07, 02/07, 05/07, 09/07, 10/07, 11/07, 12/07, 13/07, 15/07, 18/07, 19/07, 22/07, 25/07, 26/07"
BUS0003,MICROÔNIBUS,ativo,20,11,"01/07, 04/07, 05/07, 11/07, 12/07, 15/07, 17/07, 19/07, 25/07, 26/07, 27/07"
CB018,CAMINHÃO BASCULANTE,ativo,21,10,"05/07, 09/07, 11/07, 12/07, 18/07, 19/07, 22/07, 23/07, 24/07, 26/07"
CP05,CAMINHÃO PIPA,ativo,21,10,"01/07, 04/07, 05/07, 09/07, 11/07, 12/07, 18/07, 19/07, 30/07, 31/07"
VT13,VAN,ativo,21,10,"21/07, 22/07, 23/07, 24/07, 25/07, 26/07, 27/07, 29/07, 30/07, 31/07"
CB019,CAMINHÃO BASCULANTE,ativo,23,8,"05/07, 09/07, 11/07, 12/07, 18/07, 19/07, 25/07, 26/07"
CM04,CAVALO MECÂNICO,ativo,23,8,"05/07, 09/07, 11/07, 12/07, 18/07, 19/07, 25/07, 26/07"
BC75,BOBCAT,ativo,24,7,"02/07, 06/07, 13/07, 20/07, 26/07, 27/07, 28/07"
BC78,BOBCAT,ativo,25,6,"05/07, 25/07, 26/07, 27/07, 28/07, 30/07"
CO02,CAMINHÃO COMBOIO,ativo,25,6,"05/07, 11/07, 12/07, 18/07, 19/07, 26/07"
CC04,CAMINHÃO CARROCERIA,ativo,26,5,"24/07, 26/07, 27/07, 28/07, 29/07"
VT12,VAN,ativo,26,5,"11/07, 25/07, 26/07, 28/07, 31/07"
BC76,BOBCAT,ativo,28,3,"24/07, 25/07, 26/07"
BC79,BOBCAT,ativo,28,3,"01/07, 29/07, 30/07"
CC02,CAMINHÃO CARROCERIA,ativo,28,3,"19/07, 29/07, 31/07"
CC24,CAMINHÃO CARROCERIA,ativo,28,3,"04/07, 27/07, 30/07"
CM01,CAVALO MECÂNICO,ativo,28,3,"12/07, 19/07, 26/07"
FA26,FRESADORA,ativo,28,3,"01/07, 08/07, 09/07"
CH33,ROLO CHAPA,ativo,29,2,"25/07, 26/07"
BC77,BOBCAT,ativo,30,1,31/07
BC80,BOBCAT,ativo,30,1,26/07
CC01,CAMINHÃO CARROCERIA,ativo,30,1,31/07
CC11,CAMINHÃO CARROCERIA,ativo,30,1,31/07
CE03,CAMINHÃO ESPARGIDOR,ativo,30,1,15/07
CE04,CAMINHÃO ESPARGIDOR,ativo,30,1,26/07
CH34,ROLO CHAPA,ativo,30,1,08/07
CP01,CAMINHÃO PIPA,ativo,30,1,27/07
CP23,CAMINHÃO PIPA,ativo,30,1,29/07
FA18,FRESADORA,ativo,30,1,29/07
FA20,FRESADORA,ativo,30,1,15/07
RT102,RETROESCAVADEIRA,ativo,30,1,09/07
VA19,VIBRO ACABADORA,ativo,30,1,29/07
BC60,BOBCAT,ativo,31,0,NULL
BC61,BOBCAT,ativo,31,0,NULL
BC66,BOBCAT,ativo,31,0,NULL
BC70,BOBCAT,ativo,31,0,NULL
CARRE0502,PÁ CARREGADEIRA,ativo,31,0,NULL
CC05,CAMINHÃO CARROCERIA,ativo,31,0,NULL
CC15,CAMINHÃO CARROCERIA,ativo,31,0,NULL
CE01,CAMINHÃO ESPARGIDOR,ativo,31,0,NULL
CE02,CAMINHÃO ESPARGIDOR,ativo,31,0,NULL
CE16,CAMINHÃO ESPARGIDOR,ativo,31,0,NULL
CH02,ROLO CHAPA,ativo,31,0,NULL
CH04,ROLO CHAPA,ativo,31,0,NULL
CH06,ROLO CHAPA,ativo,31,0,NULL
CP02,CAMINHÃO PIPA,ativo,31,0,NULL
ESCA00023,ESCAVADEIRA HIDRÁULICA,ativo,31,0,NULL
KMA01,USINA MÓVEL,ativo,31,0,NULL
KMA02,USINA MÓVEL,ativo,31,0,NULL
KMA03,USINA MÓVEL,ativo,31,0,NULL
KMA04,USINA MÓVEL,ativo,31,0,NULL
KMA05,USINA MÓVEL,ativo,31,0,NULL
PC01,ROLO PÉ DE CARNEIRO,ativo,31,0,NULL
PN03,ROLO PNEU,ativo,31,0,NULL
PN05,ROLO PNEU,ativo,31,0,NULL
PN47,ROLO PNEU,ativo,31,0,NULL
PN49,ROLO PNEU,ativo,31,0,NULL
PN70,ROLO PNEU,ativo,31,0,NULL
RT100,RETROESCAVADEIRA,ativo,31,0,NULL
RT101,RETROESCAVADEIRA,ativo,31,0,NULL
RT103,RETROESCAVADEIRA,ativo,31,0,NULL
VA01,VIBRO ACABADORA,ativo,31,0,NULL
VA03,VIBRO ACABADORA,ativo,31,0,NULL
VA04,VIBRO ACABADORA,ativo,31,0,NULL
VA05,VIBRO ACABADORA,ativo,31,0,NULL
VA15,VIBRO ACABADORA,ativo,31,0,NULL
VA17,VIBRO ACABADORA,ativo,31,0,NULL
VA20,VIBRO ACABADORA,ativo,31,0,NULL
